31698	10509	11991	23862	6742	13292	14142	13371	727	30455	10414	8049	13535	28451	22943	29571	27195	1944	483	28422	4095	16042	3283	9993	20682	
5900	13221	8685	5195	10560	31520	5239	6148	26962	16755	29987	1358	29894	8545	22971	10398	31951	929	21289	11782	8386	24453	15242	1791	19657	
28379	10883	23909	28892	22801	984	14275	9197	6556	21562	13009	1891	9625	28769	29755	457	5301	2651	15012	4041	20811	12580	12011	339	5069	
28278	23213	31010	11621	30434	26635	27234	26076	8224	3757	16554	28858	4516	20998	17456	15791	25457	29914	19516	10289	7986	17918	26845	19047	22407	
10848	21724	30534	18845	2119	17390	8186	15617	30683	24877	10375	5558	23783	4553	28592	19589	19934	20475	3608	16788	27676	12859	4263	7482	4463	
29363	12847	13074	30422	2803	22607	6990	14472	14310	22424	30286	23352	31237	17135	3698	13976	26058	18994	19500	26908	22632	27679	12377	14592	25785	
624	18641	1676	3192	22347	21308	13207	6576	1754	552	9290	11380	2103	6233	15654	20689	19082	20064	584	12545	27509	13936	15340	14305	8112	
4716	17457	14246	3824	20548	25116	26827	9998	8322	21982	21837	10853	23328	31322	1051	123	9885	8162	30920	30693	5456	1089	23428	15460	11515	
3071	23882	23636	3235	8416	11355	19015	9375	22958	3306	24557	13552	20280	27161	31543	1488	17051	29476	30395	3725	30912	6364	347	407	28454	
599	6433	23769	19938	14311	11630	12614	15076	22344	11348	27828	29307	15390	575	749	18716	6558	15068	27394	31327	6795	1587	31203	26954	12388	
22	19244	13778	25308	4543	11330	19359	13194	12725	15775	19984	27106	12784	15978	1407	23396	17980	13899	12742	1043	2019	29053	26113	809	20358	
805	20886	20489	26188	16866	6771	15221	21055	29349	11415	4353	16882	5571	8916	27847	23399	2632	11475	6493	29233	31631	5720	2564	26838	19727	
21447	17698	16759	30840	14312	21235	8627	4607	14055	1147	19912	26357	23199	9919	24315	27295	19479	30260	14651	25922	5709	26232	1025	6525	1587	
4672	10874	21467	19448	26514	9960	6313	16776	25652	7494	25605	31318	30308	2346	12344	89	21961	752	13894	25172	26794	24597	7363	30555	2398	
13025	2279	31635	16387	27977	17893	27193	17523	11027	30329	14566	23668	26427	1216	22545	27183	8342	17485	7381	16100	12725	31353	30708	1499	24588	
16634	7709	23454	26195	30392	1386	25957	300	13020	23597	31954	11528	28201	23788	17374	22596	22159	9130	13588	25751	253	26728	1021	25776	28024	
17132	25051	6938	4458	23489	31385	21348	23612	11903	15875	22143	27174	16717	18739	358	22854	30115	1099	11525	29936	22101	18538	10837	11078	1741	
8664	11716	264	14231	644	5852	30637	17444	30897	6434	6578	24007	15852	24383	8498	26628	12865	26975	27831	27146	6062	10967	13904	14718	8664	
11018	16611	17018	11773	11661	28613	4310	14122	9609	31880	421	23214	30817	16148	11267	206	21397	15353	9231	185	6631	27908	21299	16064	11196	
30737	12971	22464	3780	18463	19781	1248	14557	15530	357	29824	565	25397	9293	28017	687	28454	27291	9569	24201	25558	14867	23450	17979	9449	
18591	3053	11682	24795	11412	19944	348	2524	16951	13392	18808	20702	2688	16587	15431	22252	26398	16348	23701	2237	22458	8468	20479	22665	7296	
8071	12954	18971	25052	20094	16604	1320	22913	24171	22713	25055	25776	11810	5644	9153	13239	31813	3641	22195	439	19712	28432	593	15275	22519	
1269	10118	30118	4733	27710	15449	10588	10759	29149	6666	19173	736	26431	4446	22717	3870	28020	6455	8206	4564	31631	19303	5682	8841	9296	
9158	27507	1257	24320	13699	15126	10427	22429	19127	31897	26131	2615	8768	6712	18889	11674	16332	20662	1577	12589	564	15449	23532	21018	29708	
14135	3944	2991	2680	27824	15875	26373	17984	17980	10221	28127	27431	5479	16911	17620	16761	7961	9278	12465	5604	27675	10165	2841	27528	727	
18882	27246	5201	28255	9919	245	9093	14001	8516	30516	28313	11834	2459	17823	4169	14488	22900	20852	8680	28324	22490	20708	7924	17328	14694	
14963	9965	4109	4275	17313	4455	9425	8977	13002	2143	19670	30078	2123	7371	24326	9682	17126	2420	17878	25657	17256	6152	8209	8422	5000	
23659	24279	16902	5139	14927	1253	30195	22086	26884	27415	30123	9339	27025	11818	19328	264	8963	10695	29201	2661	6405	9405	24440	18317	28849	
4751	20677	30630	14246	3630	27052	4579	8539	29191	31866	15018	11955	12608	3661	1778	29649	22079	27525	3824	28717	19053	24694	5106	11495	19257	
27231	15755	5468	12383	29856	12784	15864	26474	30247	3490	3403	18551	812	332	31582	10301	10014	1264	23367	19274	6877	9023	25339	7823	11049	
30790	25956	22815	25435	4174	29363	27444	20562	27652	21240	24179	28593	728	3823	2929	8008	17572	31517	18549	8399	24206	31004	30080	1498	18223	
25396	2442	6153	22005	22059	1295	4479	27077	19805	28106	14742	25317	17679	14273	14801	29722	22272	16257	16147	3853	1345	14763	15118	28659	10055	
15279	23037	3181	11583	16856	150	27053	11681	22153	26170	7643	28936	16070	8048	183	28737	20469	11409	20351	30881	21222	24773	18451	27292	6162	
13613	598	18068	8480	23650	30425	31727	942	10783	13748	11884	26957	9018	26804	26039	20685	18905	19898	23355	29884	31202	28258	23095	31529	27059	
28132	26132	21165	8980	28216	6902	24749	2153	20606	31889	25817	14893	21660	10046	13816	28827	23593	5965	15336	7598	21642	31389	19168	27468	3162	
16491	17401	27070	30736	23400	7917	612	10715	27150	16670	679	209	14643	17882	21294	21321	21727	7133	12117	6277	7003	7191	28891	21909	1674	
175	17370	20855	8060	19274	22269	21635	20545	15750	23533	30471	2043	7881	27660	17198	25911	7232	9574	11814	23166	10273	5093	11393	294	20788	
15044	26076	3694	13203	21061	19391	7883	26286	3495	6085	19324	3217	81	29949	15972	26218	24918	22671	14361	4677	19	19875	15417	22043	21817	
14462	22525	7179	11508	21742	14096	999	607	29673	31393	11762	8259	15473	1719	8936	5883	29626	14788	62	12981	4239	17022	14253	12000	7666	
2026	17642	31714	12547	22457	21687	9	30243	20184	27167	25796	6488	12355	9981	17427	3571	7706	28862	19004	31089	26870	21096	8128	17824	27005	
16347	12173	7683	6196	7768	7541	23670	22421	13887	223	10517	9314	29213	14268	20827	8248	3813	26045	6791	10855	8574	29635	4932	31489	5502	
9112	10376	29745	2358	3036	445	7630	10990	4162	26655	559	31601	10748	15717	19267	6605	5235	17827	4825	31828	12860	18543	28997	15078	15943	
19779	26405	20083	7514	30498	22399	27067	25534	17278	23312	20312	25401	12378	24032	18687	21820	3500	15130	9219	30044	260	19227	22298	8198	27251	
6089	13668	18799	28071	11046	21161	24779	31315	11301	31971	29631	16598	15804	28412	9752	6171	21562	8408	20925	28094	29915	22678	25314	369	5017	
24851	17535	28575	838	2480	28929	20303	11224	21334	31551	26442	31492	28343	9135	16000	17166	28630	19930	2984	31711	23241	27149	18471	6744	28093	
10066	27187	29158	19516	414	2616	21590	28587	76	30586	25579	279	14538	764	19374	49	27027	28578	20998	23446	16733	2706	31112	24148	9875	
1759	9232	5802	4869	18793	27665	6672	22495	27135	10281	19063	24023	17095	19705	210	13739	3808	8499	16597	3275	23621	30708	23037	23122	21749	
25941	6608	22587	9041	8509	29542	7378	30149	3193	16424	26728	26026	3086	215	31563	17771	11981	11730	2038	6631	20777	14737	5508	17175	13126	
116	26219	6129	13650	29378	14182	31116	11800	24045	27315	8580	4050	19987	29567	12192	20287	10442	5535	15026	16630	25885	19840	26815	24826	1234	
29793	21088	14478	13039	29887	13672	22091	11132	8977	15047	3183	20617	3766	21423	27000	4211	24364	29173	7922	356	4482	8121	19085	22041	10768	
14921	21874	4072	11877	21571	24023	4609	31617	762	24273	31220	19525	6939	2666	24947	1063	8337	2548	27993	4650	28069	6301	19948	14	21866	
11331	5215	451	17752	8329	412	6436	10807	6186	12864	8674	7231	2189	19430	22974	5757	9114	4008	14588	15736	5069	30179	12052	30997	16008	
14139	6058	26040	174	26335	31680	24748	6509	526	29483	13253	14171	6363	14915	9283	23493	29741	20447	26874	2115	23817	12161	19376	27280	26900	
31693	31175	31385	28755	11584	18460	16084	4150	6430	28206	10963	24533	25772	31875	19481	14713	14496	4679	14636	15710	18646	5687	30444	29111	1092	
30397	18466	9203	304	13660	7004	28479	31136	16719	2809	3148	27667	25965	9088	20050	13422	19792	25654	29013	12601	26038	11759	7591	18699	7207	
5156	17582	25667	16857	17478	15079	12025	5584	30546	13099	14133	14921	8614	560	15198	6489	21779	14677	15605	31954	2355	15255	11139	23910	15868	
2023	15311	11535	11414	1440	16213	8366	31338	14418	4084	15602	8828	21444	25575	10875	2298	20793	7670	5439	27925	27123	28141	6957	11535	6902	
21838	3601	4245	5646	25667	3256	3408	17427	17110	14164	14775	15468	23140	801	25127	21970	13135	29001	29749	13398	23284	11526	13379	30886	26077	
21766	29009	29836	25143	29715	11030	2231	20102	27891	24143	4030	26775	23949	27480	31330	26806	15694	19193	276	33	15051	1410	3767	6590	7336	
8218	18598	28681	10680	29780	22521	9040	23653	9731	22532	3363	25939	11088	3617	9733	16704	6921	20144	26215	26159	13628	13147	13272	19397	23045	
1695	11894	21235	25252	2183	29352	20693	4306	28859	8975	16602	2134	20922	20153	25126	1747	16740	1944	17460	19940	27323	15667	1728	29546	27882	
12188	20708	3109	11143	3746	17281	25730	29717	6471	27360	15284	7373	20853	29593	13574	158	6124	9908	29552	31858	17535	28943	4968	20915	3712	
31231	30458	4621	22905	3386	6171	30838	14876	23541	21819	21356	18301	22857	27673	25726	3199	13787	5851	22798	11660	16060	605	16469	5770	9102	
31947	8872	17674	26601	20331	7673	706	1021	20156	11168	9277	30840	15812	29532	8145	22954	14757	20372	4306	5606	30322	26339	31493	31532	15937	
467	25175	16390	26241	27626	2767	5040	12174	17124	29890	31099	17027	12094	26950	29555	16720	4859	10984	16448	7436	21410	7842	12362	9868	30855	
263	22049	3380	330	31681	5659	16397	934	12093	22847	25880	13156	1189	26465	23266	4014	23567	11407	30809	651	27380	28076	477	22439	24291	
12379	29339	850	6262	23071	19735	23243	4742	19136	15879	8639	18843	30192	28264	4365	14246	16430	31178	15052	14323	8939	4591	28559	26457	23531	
148	2279	21684	11247	31631	15658	5525	26769	537	24691	4919	25967	8815	14058	9141	30859	6805	15430	17275	7666	24441	1168	762	411	10048	
6697	31905	24212	11228	13	26376	13912	28381	10075	5998	31619	28554	15118	2149	23721	1841	15630	14540	29827	24507	364	30462	14412	14467	11496	
27721	9578	28009	28599	31906	29265	29730	23939	20118	18085	17362	1716	3972	16030	23260	14062	18442	15793	22264	31962	21693	21613	21383	24362	22301	
15779	548	25303	13000	14025	12668	18093	27373	14240	13919	6154	29700	19733	27415	1251	19900	7013	14584	3847	31029	19333	24632	1192	8048	26561	
29185	25111	31748	27555	12485	207	24594	2838	19154	14261	24954	29899	8998	20638	2639	5084	7300	30482	7305	5296	6855	1104	15866	12574	11895	
19601	8324	2005	7834	20881	31368	763	17612	331	25505	4628	28562	20485	27027	15142	16108	4237	29054	18202	12073	1474	14680	3430	17919	14934	
3481	8937	5595	17362	1848	28694	2934	10714	26071	29269	14761	21170	23099	11430	6018	6401	21758	2952	25751	28373	11656	16409	10138	12776	13627	
22142	31534	5410	2798	2949	7417	17246	17053	9609	29435	8049	13662	21655	31518	17768	3479	24014	22798	12562	25455	5644	30282	11711	129	28615	
26748	29510	2521	8248	4614	5197	25369	8127	12509	8644	13818	2435	20378	10163	6907	7769	19662	26422	30805	28391	27798	29125	16429	28937	10352	
2489	24333	1139	12621	27660	28309	10904	22504	26465	110	30155	20309	25668	5504	29604	220	17074	5477	5798	20489	12508	23069	25374	16893	24360	
9219	25422	4871	13689	2559	9931	22392	28080	14846	20772	23731	14195	7583	31684	4995	18733	14127	28442	29874	597	19160	30455	5079	756	10261	
22071	21615	23649	10089	7587	29999	16207	12369	27158	26009	19210	23415	19935	6606	25086	1320	26983	20643	10105	25608	30484	757	2738	30725	20076	
23363	777	25993	8830	10354	24976	4340	636	22259	23499	3657	19375	3341	13236	14631	20357	8051	8450	2300	2316	10009	24491	30069	20100	10565	
1960	568	1101	1513	4600	12502	27147	8240	12007	11259	17154	30039	20880	5865	24002	5566	5281	291	16137	13375	23646	365	29669	16318	23017	
19189	20249	15105	21440	25548	5570	18114	22407	4248	24378	4611	14600	29580	11325	9378	632	18583	31050	14381	14843	9435	20556	4855	8299	19042	
7546	6508	19797	25612	19324	2465	19525	15820	27343	5424	8004	19732	26730	19778	19102	7566	6050	5357	19945	30221	4939	3521	11842	18883	14880	
12957	30170	18868	19045	5319	19634	10858	24778	28476	3746	29163	24211	1093	672	25064	31478	31051	5951	21047	964	9452	18550	3972	4428	847	
4771	4675	12669	17588	5839	8680	20042	10831	21556	14427	21331	9558	6908	14758	22209	27737	7244	21489	18801	31442	15233	7089	29270	12029	1210	
14364	14616	31209	27798	13280	1025	21967	15679	17940	11546	30372	21671	10095	21137	26858	6161	18360	1630	4811	16596	30589	8486	19304	26203	23048	
15456	31855	26993	13199	6070	491	9403	26539	28078	15457	1670	15371	31625	2328	30660	13162	16492	5304	13392	5310	14269	15383	30842	29363	4816	
28495	10175	18263	13763	19220	20696	30743	31654	23620	13047	21994	1503	16832	10317	28108	6861	8315	6607	15726	22444	7632	24634	8236	14777	21529	
13908	2111	17046	30077	8309	22580	15343	4361	27975	28828	24158	11778	13258	17926	24460	12666	29339	4906	11162	16930	13429	31591	19903	7775	24056	
12656	19506	6304	2217	30274	31562	11758	3899	1113	3043	27333	12045	15139	22789	4642	25331	7861	14528	15069	23353	700	21594	22329	14053	24503	
19373	23226	25149	25956	10186	29238	16009	30072	24802	559	30490	17299	31591	24416	10123	28531	110	30102	14151	616	21848	20673	3659	24840	14001	
15435	1838	1315	23128	27816	16990	5114	31968	26415	16044	9387	24119	7208	23307	19184	29061	26406	9620	14857	17495	27031	7118	5111	24829	29593	
16429	14571	12336	28431	10456	11006	7673	244	27567	23074	1486	21744	2957	27737	10749	18217	19146	22053	14926	24668	1797	22335	11747	22572	544	
12171	29796	4538	15499	8268	16985	18037	17606	3477	31959	21300	8225	21504	2143	23426	12487	9889	514	14136	15610	2365	4554	24146	31648	15032	
6486	18171	18943	9165	6596	27114	28357	7682	15828	24817	3659	9946	3402	21459	13338	21324	25236	10071	5551	6004	25516	8858	29307	13961	576	
424	13614	28431	18193	5199	14901	14157	27801	7212	24449	7682	3312	13575	16779	9044	26352	9318	18837	7689	407	1371	28978	249	7342	22944	
24328	5315	29096	12518	16597	31168	24525	23147	1712	1589	12440	21707	25490	21709	14685	28696	14100	5958	13102	22060	17530	362	18944	27966	23281	
24641	9994	18612	21269	12677	31342	7224	1462	20310	18459	25870	8156	1071	31730	15781	30728	6937	2344	3948	18621	16414	6379	5862	29759	17665	
3144	28161	13723	7724	21836	4260	25319	11242	27497	3975	9419	9174	24348	25927	18241	11924	20685	8634	1944	3518	20215	24448	959	24097	24456	
14298	11968	18986	14475	10431	28299	16539	27652	8493	18165	898	2843	10174	13824	9068	1149	20347	9565	15062	16896	28404	5423	227	18822	19857	
25618	29270	25891	15139	22620	25527	5762	17854	20131	26583	22916	459	12671	1916	31275	6233	7824	24405	439	4020	23747	19759	525	569	2002	
106	11873	14184	5386	27824	17421	21307	5457	12765	24255	4022	22631	9282	25820	13504	21868	12815	20768	16945	31907	31500	12933	44	22133	907	
25446	27055	5049	5020	15332	9576	29490	5759	17289	203	8281	3679	9771	8545	28509	28733	28691	24675	6761	31786	21855	1159	25637	26041	2213	
19994	17279	24756	25817	2383	31915	26126	28273	6871	19304	17689	28614	15025	646	21753	13502	20804	17573	23129	10664	10923	14911	30044	24935	29776	
26857	11222	18131	14524	4053	25533	91	19885	11676	25050	13553	26729	4922	8388	29984	19539	10330	5135	9086	18364	17621	11201	18761	29435	17269	
11269	23628	26048	12798	11556	3843	22181	17007	22448	27648	22790	24965	12547	16525	11539	5761	3048	6803	22051	4139	29079	23994	27468	791	5863	
13266	22064	15655	12735	23666	29721	4689	17101	8158	19785	1698	10107	26926	22155	22915	2079	19373	28942	22076	30322	30592	7283	3510	20548	24968	
3877	23941	14958	8841	10473	26661	18439	20875	29622	25220	8667	23936	9926	23233	16920	10792	24557	23604	6219	29746	1834	5294	10635	16548	4220	
24322	244	23420	4086	22212	1112	10647	21526	22864	304	20947	31315	6158	1497	369	12789	8181	23293	20413	8489	31310	12623	1264	8277	19131	
22395	18517	16297	3703	3164	31147	19191	24799	16752	14795	16324	26930	24970	26250	27039	21909	28615	3553	6321	1882	4803	7243	9878	21633	24589	
19055	15723	639	31704	3583	5416	24127	24819	4576	6960	5479	25851	31115	14375	13532	19663	29619	10244	28808	1348	24616	6247	6235	21530	3323	
300	24207	5423	20195	27456	21297	22515	30943	6579	14557	28956	30493	18703	5833	21659	4379	30953	11268	19406	5900	29621	10240	23543	380	2271	
19535	28909	12856	11543	23466	8209	6504	29932	31287	6020	6655	7580	25356	3479	6741	6186	5871	17539	17937	19122	26719	30299	6733	31738	2265	
15678	31989	7497	31572	19409	25456	26236	4110	2540	19587	30806	19850	27028	4466	31000	27353	2090	21096	24401	16154	28641	536	24312	19005	3446	
21669	11448	15116	11803	5567	2955	5739	6580	10768	22666	25566	7493	16342	2308	845	6571	29393	20173	4100	27275	26463	22232	29950	14729	8422	
22024	5731	4538	6002	22596	13391	18267	20639	1482	27349	1987	697	21189	29508	9622	28963	19745	2728	30012	17653	31902	8596	19857	15593	2339	
14623	222	8568	6998	4397	25097	576	11113	3056	10760	21929	12854	27310	20891	15304	28815	18372	13115	26756	16591	29163	2381	30967	9909	3258	
7324	14359	4467	6764	14086	5781	1025	21220	11894	23045	6071	27630	7186	18240	3355	14024	5045	19462	24312	14049	28575	27624	2992	5600	1131	
29797	2258	6376	20802	15444	5359	31514	79	29314	23466	20828	19314	16283	8207	23385	6457	16206	24870	26057	26124	5292	11463	8691	19879	7633	
5295	5744	18638	2759	31188	3377	29499	23463	8694	8900	28124	2561	19319	23250	12603	24958	13164	24045	25662	19396	16884	17544	2832	5018	20681	
4935	8799	25421	16404	19578	31432	594	19846	15076	26767	5676	24996	22976	7060	27281	18274	261	13186	1224	500	9450	25674	1621	13537	2981	
16080	8920	21081	29817	29155	11571	968	15599	6003	746	171	10596	25086	17617	18339	2499	15948	24545	28103	7060	15708	362	30783	19766	23198	
9071	29711	18024	29283	30285	16432	23055	31889	159	15845	17715	24475	30303	23372	24394	28592	2894	11315	8121	28211	17557	1326	7320	7532	3500	
19686	26293	15485	5243	30644	26332	662	12479	24943	8278	22637	23216	31106	31920	8937	29921	30017	1214	2590	28007	31869	10974	14719	31293	1109	
2689	11854	29927	19536	16616	15703	6486	12713	17196	8413	11276	19690	21889	8917	19328	3516	1979	14162	28868	18686	23314	6977	25445	27924	29986	
19286	9363	20610	1078	26438	5505	20153	14533	21815	23823	10032	30781	14708	20647	21175	11520	5734	25700	17161	22444	10432	26234	16544	17824	21497	
2514	23245	4284	13055	1012	7687	19559	8490	16938	1156	983	20334	31202	21766	28045	14806	6229	25592	30750	4397	21862	27321	5177	27902	28109	
26936	24550	22976	18548	17857	5900	5962	2849	7958	27958	7053	25174	1218	13462	11649	118	2474	30283	11360	6184	25829	24543	22291	22016	5325	
10772	10217	7517	14422	23776	6287	3213	4767	5302	25149	3128	27847	11527	3629	28155	18946	29705	27217	24147	8684	19383	13893	11709	5405	23577	
7299	13595	20477	15045	19414	22874	4057	11174	17681	29266	310	24316	12544	6381	22119	20644	21151	8332	2395	11418	27018	16294	21433	23740	6325	
11186	31277	9168	9565	11336	8196	27081	8766	27011	27639	7494	23303	31145	28484	20060	5131	29198	772	26261	29241	564	4024	8760	8014	18489	
29477	11979	328	8555	30818	4823	1055	21053	5679	17131	2225	29279	26504	2019	9211	8743	4730	6762	27534	8758	4406	6078	9280	3673	4452	
13236	15394	16301	23993	19451	8370	6663	1484	16548	17746	18578	14373	13794	28153	11706	663	8975	4649	2633	27857	21232	27681	8144	8495	14650	
2131	21065	6102	16725	26904	3322	30719	31327	4771	28317	9107	17524	4915	189	8441	25389	23437	354	22315	6502	31658	28146	20496	12869	6061	
4688	29958	7032	10520	30534	31165	29885	24638	7466	26956	14504	14844	1979	2430	25249	7588	13388	2157	13868	5946	15141	10323	2925	483	8230	
23964	17643	13978	5805	4928	21140	4901	15546	2383	26113	27975	4433	462	15356	17976	10784	12225	7999	21074	27746	7305	2175	10509	19715	30576	
680	12589	23557	899	8812	7482	7970	6048	29687	3121	690	25807	23044	8825	20432	30421	27413	12056	10937	8967	29181	12583	13428	22877	19107	
20867	31928	3015	31747	9414	2314	8132	13173	18806	18982	7728	1330	13948	160	5469	5652	19927	21707	24934	4765	1937	9690	20160	5947	18674	
21573	19218	28106	15349	2927	6215	17499	15096	20101	13793	16692	9399	19625	29840	6168	11387	16464	26627	1224	31375	24040	11006	20169	12532	5567	
10669	14952	10325	11552	26168	2812	31037	29375	27543	31339	9608	4694	25256	18927	30232	19345	125	20506	24777	4136	11516	10264	2726	19786	21667	
26165	14941	25666	28841	30110	20208	5717	25163	876	3758	26601	22116	6878	25186	16109	31293	22246	20682	16500	29351	19688	20042	12707	18759	5310	
13538	24526	17458	4607	30814	21470	23482	25217	27340	21750	17031	5660	9523	341	13289	5041	26754	27775	31852	20331	2759	17815	28845	13893	17569	
8464	18029	29389	29432	4741	996	28455	8427	23524	31063	14420	28170	2770	30957	9909	9414	1355	16575	28618	5413	18825	19246	1344	1979	25896	
31097	25899	23765	26503	19599	16272	11255	21361	8225	5414	30601	21501	7164	13149	18637	14514	20374	12704	18452	31983	11238	21463	9522	24202	20345	
30257	25647	18360	22723	26144	25151	4141	12979	19621	9972	22916	3978	3533	21939	2784	1516	16764	21349	12244	1079	10601	29806	16000	3605	18538	
18147	2301	30797	497	19703	24060	5855	20695	15287	7337	4431	14425	4600	16342	20801	10849	7053	9301	16198	12294	13501	3749	16886	14677	25076	
13266	13119	3410	4024	18838	16380	31546	3807	25028	26057	12555	8447	5350	790	23366	10535	16421	11643	29172	21708	23146	16971	22247	20742	9411	
25964	10562	24573	14856	25190	29244	25245	16830	9145	3872	10898	19003	13428	31896	10352	3595	3	26412	18993	10387	17481	9478	7653	243	27119	
